interaction_id,case_id,timestamp,actor,event_type,channel,notes
I0023344,C000926,2025-12-07 08:19:00,DCA,Payment Received,In-person,Customer asked for payment plan
I0019930,C001434,2025-12-07 08:28:00,DCA,Portal Message,SMS,Customer asked for payment plan
I0003286,C001775,2025-12-07 08:30:00,FedEx,Call Attempt,Portal,Customer promised to pay next week
I0018114,C002644,2025-12-07 08:32:00,FedEx,Call Attempt,In-person,Payment received partial
I0018874,C003534,2025-12-07 08:52:00,DCA,Allocated,SMS,Customer requested invoice copy
I0021855,C002748,2025-12-07 08:53:00,FedEx,Call Attempt,SMS,Dispute regarding service charges
I0010803,C002065,2025-12-07 09:25:00,DCA,Call Connected,In-person,No response after multiple attempts
I0021350,C004857,2025-12-07 09:29:00,FedEx,Call Attempt,In-person,Customer asked for payment plan
I0011870,C000725,2025-12-07 09:34:00,FedEx,Call Attempt,SMS,Payment received partial
I0003737,C002248,2025-12-07 09:43:00,DCA,Portal Message,Email,Payment received partial
I0023869,C001097,2025-12-07 09:44:00,DCA,Dispute Raised,SMS,Customer promised to pay next week
I0022785,C003830,2025-12-07 09:48:00,DCA,Call Connected,SMS,Dispute regarding service charges
I0019152,C004537,2025-12-07 09:55:00,FedEx,Dispute Raised,In-person,Customer requested invoice copy
I0006486,C001463,2025-12-07 09:57:00,DCA,Dispute Raised,Portal,Customer asked for payment plan
I0019179,C002210,2025-12-07 10:13:00,DCA,Email Sent,Phone,Customer requested invoice copy
I0024621,C003294,2025-12-07 10:27:00,DCA,Note Added,SMS,Customer requested invoice copy
I0000221,C001100,2025-12-07 10:42:00,DCA,Case Closed,In-person,Dispute regarding service charges
I0000789,C000386,2025-12-07 11:29:00,DCA,Portal Message,Phone,Customer asked for payment plan
I0004042,C000165,2025-12-07 11:33:00,DCA,Call Attempt,Phone,Payment received partial
I0023706,C004823,2025-12-07 12:40:00,DCA,PTP Recorded,Portal,Customer requested invoice copy
I0002272,C001235,2025-12-07 12:49:00,FedEx,Note Added,Phone,No response after multiple attempts
I0015735,C002339,2025-12-07 12:50:00,FedEx,Escalation,Phone,Left voicemail
I0019148,C004283,2025-12-07 13:11:00,DCA,Escalation,SMS,Dispute regarding service charges
I0010993,C001361,2025-12-07 13:17:00,DCA,Note Added,Email,Customer promised to pay next week
I0007109,C003205,2025-12-07 13:24:00,DCA,Call Attempt,Phone,Customer asked for payment plan
I0007265,C002467,2025-12-07 13:26:00,DCA,Call Attempt,Portal,Escalated due to SLA breach
I0020510,C004090,2025-12-07 13:38:00,DCA,Call Connected,SMS,Customer asked for payment plan
I0024849,C003536,2025-12-07 13:49:00,DCA,PTP Recorded,Portal,Customer promised to pay next week
I0018853,C002961,2025-12-07 14:03:00,DCA,Call Attempt,SMS,Updated contact details
I0006361,C001763,2025-12-07 14:03:00,DCA,Call Attempt,In-person,Updated contact details
I0004347,C000787,2025-12-07 14:14:00,DCA,SMS Sent,SMS,Customer requested invoice copy
I0019874,C004632,2025-12-07 14:16:00,FedEx,Note Added,Phone,Email bounced
I0000676,C001817,2025-12-07 14:21:00,FedEx,Call Attempt,SMS,Escalated due to SLA breach
I0000718,C003614,2025-12-07 14:23:00,DCA,Note Added,Phone,Customer requested invoice copy
I0012697,C001442,2025-12-07 14:59:00,DCA,SMS Sent,Phone,No response after multiple attempts
I0010092,C003616,2025-12-07 15:03:00,DCA,Call Attempt,Portal,Left voicemail
I0001921,C003152,2025-12-07 15:39:00,FedEx,SMS Sent,SMS,Customer asked for payment plan
I0014425,C003477,2025-12-07 15:47:00,DCA,Note Added,Email,No response after multiple attempts
I0015787,C002276,2025-12-07 15:50:00,FedEx,Email Sent,In-person,Customer asked for payment plan
I0009583,C004702,2025-12-07 15:50:00,DCA,Call Attempt,In-person,Left voicemail
I0014899,C003789,2025-12-07 16:20:00,DCA,Call Attempt,Email,Left voicemail
I0021576,C002222,2025-12-07 16:23:00,DCA,PTP Recorded,Portal,Customer requested invoice copy
I0005474,C001367,2025-12-07 16:30:00,DCA,Call Attempt,In-person,Customer requested invoice copy
I0006918,C003113,2025-12-07 16:46:00,DCA,Allocated,In-person,Left voicemail
I0002183,C002575,2025-12-07 16:48:00,DCA,Email Sent,Portal,Customer promised to pay next week
I0006597,C000030,2025-12-07 17:05:00,FedEx,Call Attempt,SMS,Escalated due to SLA breach
I0020698,C003034,2025-12-07 17:14:00,DCA,PTP Recorded,SMS,Email bounced
I0009651,C002028,2025-12-07 17:31:00,DCA,Portal Message,Email,Customer promised to pay next week
I0004220,C001265,2025-12-07 17:34:00,DCA,Portal Message,SMS,Dispute regarding service charges
I0009960,C000486,2025-12-07 17:37:00,DCA,Payment Received,SMS,Payment received partial
I0004779,C003370,2025-12-07 17:38:00,FedEx,Call Attempt,In-person,Escalated due to SLA breach
I0017000,C000671,2025-12-07 17:43:00,DCA,Call Attempt,Phone,Dispute regarding service charges
I0019720,C002403,2025-12-07 18:35:00,DCA,SMS Sent,SMS,Email bounced
I0011573,C004492,2025-12-07 18:44:00,DCA,Call Connected,In-person,Customer asked for payment plan
I0002751,C000454,2025-12-08 08:17:00,DCA,Email Sent,Phone,Escalated due to SLA breach
I0018028,C002991,2025-12-08 08:18:00,FedEx,Portal Message,Email,No response after multiple attempts
I0007787,C000487,2025-12-08 08:20:00,FedEx,Payment Received,Phone,No response after multiple attempts
I0023558,C004913,2025-12-08 08:29:00,FedEx,SMS Sent,Phone,Customer asked for payment plan
I0017196,C004303,2025-12-08 08:37:00,FedEx,Call Connected,In-person,Left voicemail
I0005769,C000141,2025-12-08 08:48:00,FedEx,Note Added,SMS,Customer asked for payment plan
I0014166,C000841,2025-12-08 08:49:00,FedEx,Note Added,SMS,Email bounced
I0011669,C002600,2025-12-08 08:59:00,DCA,Call Connected,Phone,Payment received partial
I0004973,C000172,2025-12-08 09:00:00,DCA,Email Sent,SMS,Dispute regarding service charges
I0007689,C000341,2025-12-08 09:02:00,FedEx,Payment Received,Portal,Left voicemail
I0017270,C001186,2025-12-08 09:37:00,FedEx,Email Sent,Email,Dispute regarding service charges
I0023977,C000872,2025-12-08 09:41:00,DCA,Call Attempt,Email,Payment received partial
I0014224,C002701,2025-12-08 09:58:00,FedEx,Note Added,Phone,Customer asked for payment plan
I0020333,C002498,2025-12-08 10:23:00,DCA,Call Attempt,Phone,Escalated due to SLA breach
I0017711,C001632,2025-12-08 10:26:00,DCA,Allocated,Portal,Left voicemail
I0002605,C004106,2025-12-08 10:30:00,DCA,SMS Sent,SMS,Email bounced
I0007464,C003756,2025-12-08 10:30:00,FedEx,Escalation,Portal,Customer promised to pay next week
I0006083,C001897,2025-12-08 10:30:00,DCA,Portal Message,Phone,Customer asked for payment plan
I0012731,C001093,2025-12-08 10:31:00,DCA,Call Connected,Portal,No response after multiple attempts
I0014823,C000130,2025-12-08 10:34:00,DCA,Note Added,Portal,Payment received partial
I0014021,C000564,2025-12-08 10:57:00,DCA,Email Sent,SMS,Customer asked for payment plan
I0012773,C002768,2025-12-08 11:00:00,FedEx,Dispute Raised,SMS,Left voicemail
I0008127,C001346,2025-12-08 11:22:00,FedEx,Dispute Raised,Email,Customer asked for payment plan
I0003294,C001981,2025-12-08 11:38:00,FedEx,Dispute Raised,Phone,Email bounced
I0005900,C004188,2025-12-08 11:43:00,DCA,Portal Message,In-person,No response after multiple attempts
I0004058,C003411,2025-12-08 11:47:00,FedEx,Email Sent,In-person,Dispute regarding service charges
I0022099,C001905,2025-12-08 12:03:00,DCA,Case Closed,Portal,Customer asked for payment plan
I0007935,C002462,2025-12-08 12:34:00,DCA,Payment Received,Phone,Customer asked for payment plan
I0014085,C001598,2025-12-08 12:40:00,DCA,Call Connected,SMS,Customer promised to pay next week
I0020441,C004916,2025-12-08 12:52:00,FedEx,Payment Received,Email,Dispute regarding service charges
I0000305,C004825,2025-12-08 12:53:00,DCA,Case Closed,Email,Payment received partial
I0002942,C002472,2025-12-08 13:05:00,DCA,Email Sent,Email,Payment received partial
I0006423,C002073,2025-12-08 13:05:00,DCA,Call Attempt,Phone,Customer requested invoice copy
I0012563,C000770,2025-12-08 13:09:00,FedEx,PTP Recorded,Phone,Payment received partial
I0005545,C004659,2025-12-08 13:11:00,FedEx,Call Attempt,In-person,Payment received partial
I0011270,C001418,2025-12-08 13:14:00,DCA,Call Attempt,Email,Left voicemail
I0011410,C001800,2025-12-08 13:22:00,FedEx,SMS Sent,Phone,Escalated due to SLA breach
I0000919,C002561,2025-12-08 13:36:00,DCA,Portal Message,In-person,Left voicemail
I0013903,C001936,2025-12-08 13:54:00,FedEx,Escalation,Email,No response after multiple attempts
I0021237,C001864,2025-12-08 13:57:00,FedEx,Allocated,Portal,Customer promised to pay next week
I0012649,C000678,2025-12-08 13:59:00,FedEx,Call Attempt,Portal,Escalated due to SLA breach
I0006208,C003037,2025-12-08 14:01:00,FedEx,Payment Received,Portal,Customer asked for payment plan
I0023851,C003411,2025-12-08 14:03:00,DCA,Note Added,SMS,Left voicemail
I0013210,C002576,2025-12-08 14:12:00,DCA,Call Connected,Portal,Email bounced
I0003950,C002934,2025-12-08 14:57:00,DCA,Call Attempt,Phone,Customer requested invoice copy
I0008474,C002133,2025-12-08 15:23:00,DCA,PTP Recorded,Portal,Customer requested invoice copy
I0021203,C001438,2025-12-08 15:33:00,DCA,Email Sent,SMS,No response after multiple attempts
I0015402,C003121,2025-12-08 15:39:00,FedEx,Portal Message,SMS,Email bounced
I0006674,C004330,2025-12-08 15:45:00,DCA,Call Attempt,Portal,Customer asked for payment plan
I0014505,C000770,2025-12-08 15:53:00,DCA,SMS Sent,Portal,No response after multiple attempts
I0021384,C004041,2025-12-08 15:53:00,DCA,Call Attempt,Portal,Escalated due to SLA breach
I0022965,C004887,2025-12-08 15:54:00,DCA,Email Sent,Email,Customer asked for payment plan
I0017939,C003618,2025-12-08 16:03:00,DCA,Call Attempt,Email,Payment received partial
I0016701,C002849,2025-12-08 16:13:00,DCA,Call Attempt,In-person,Customer requested invoice copy
I0006462,C001804,2025-12-08 16:17:00,DCA,Escalation,In-person,Dispute regarding service charges
I0012068,C003439,2025-12-08 16:29:00,DCA,Call Attempt,Email,Escalated due to SLA breach
I0000396,C001483,2025-12-08 16:30:00,DCA,Email Sent,In-person,Escalated due to SLA breach
I0005632,C000767,2025-12-08 16:30:00,DCA,Payment Received,Email,Left voicemail
I0020645,C004150,2025-12-08 17:04:00,FedEx,Email Sent,In-person,Email bounced
I0003131,C001584,2025-12-08 17:13:00,DCA,Portal Message,Phone,Payment received partial
I0014144,C001681,2025-12-08 17:17:00,FedEx,Portal Message,Email,Email bounced
I0014820,C003737,2025-12-08 17:20:00,DCA,SMS Sent,SMS,Dispute regarding service charges
I0006702,C004111,2025-12-08 17:23:00,DCA,Case Closed,Email,No response after multiple attempts
I0022882,C002160,2025-12-08 17:27:00,DCA,SMS Sent,Phone,No response after multiple attempts
I0002415,C000736,2025-12-08 17:46:00,FedEx,SMS Sent,SMS,Customer promised to pay next week
I0001243,C004771,2025-12-08 17:56:00,FedEx,Email Sent,Portal,Payment received partial
I0007477,C004464,2025-12-08 17:59:00,DCA,Call Attempt,Email,Customer requested invoice copy
I0023284,C000610,2025-12-08 18:10:00,FedEx,Allocated,Portal,Left voicemail
I0015023,C000578,2025-12-08 18:10:00,DCA,Escalation,SMS,Customer requested invoice copy
I0023303,C000026,2025-12-08 18:30:00,FedEx,Call Connected,Portal,No response after multiple attempts
I0017603,C002494,2025-12-08 18:41:00,FedEx,Email Sent,In-person,No response after multiple attempts
I0020936,C000764,2025-12-08 18:46:00,DCA,Note Added,Phone,Customer promised to pay next week
I0001277,C002414,2025-12-08 18:51:00,DCA,Call Connected,In-person,Left voicemail
I0024058,C004618,2025-12-08 18:59:00,DCA,Call Attempt,In-person,Customer asked for payment plan
I0017854,C002093,2025-12-09 08:00:00,DCA,Call Attempt,Email,Customer asked for payment plan
I0004158,C004188,2025-12-09 08:02:00,DCA,SMS Sent,SMS,Payment received partial
I0006171,C004259,2025-12-09 08:23:00,FedEx,Call Connected,SMS,Customer requested invoice copy
I0000990,C002792,2025-12-09 08:32:00,DCA,Portal Message,Phone,Payment received partial
I0011797,C002337,2025-12-09 08:57:00,FedEx,Email Sent,SMS,Dispute regarding service charges
I0019821,C000209,2025-12-09 08:58:00,DCA,Email Sent,In-person,Customer asked for payment plan
I0007295,C002712,2025-12-09 09:22:00,DCA,SMS Sent,Portal,Dispute regarding service charges
I0008303,C003786,2025-12-09 09:33:00,DCA,Email Sent,Phone,Customer asked for payment plan
I0021892,C002521,2025-12-09 09:52:00,DCA,Call Attempt,Email,Left voicemail
I0023467,C000928,2025-12-09 09:53:00,FedEx,Email Sent,In-person,No response after multiple attempts
I0003798,C004168,2025-12-09 10:04:00,DCA,Escalation,Portal,No response after multiple attempts
I0004855,C003701,2025-12-09 10:07:00,DCA,Allocated,SMS,Left voicemail
I0003871,C004797,2025-12-09 10:14:00,DCA,Call Connected,Portal,Email bounced
I0016715,C003380,2025-12-09 10:14:00,DCA,Case Closed,Email,Customer asked for payment plan
I0014297,C004528,2025-12-09 10:36:00,DCA,Call Attempt,Phone,Escalated due to SLA breach
I0017074,C004185,2025-12-09 10:39:00,DCA,SMS Sent,Portal,Dispute regarding service charges
I0006262,C002131,2025-12-09 10:59:00,DCA,Email Sent,Phone,Email bounced
I0006583,C001282,2025-12-09 11:02:00,DCA,Call Attempt,In-person,No response after multiple attempts
I0023712,C000181,2025-12-09 11:04:00,DCA,Dispute Raised,Email,Customer asked for payment plan
I0020504,C000330,2025-12-09 11:19:00,DCA,Dispute Raised,Portal,Customer asked for payment plan
I0005534,C000181,2025-12-09 11:36:00,DCA,Call Attempt,Portal,Updated contact details
I0014698,C003827,2025-12-09 11:43:00,DCA,Payment Received,Portal,Updated contact details
I0016015,C004563,2025-12-09 12:03:00,DCA,Call Connected,SMS,Customer asked for payment plan
I0022531,C002373,2025-12-09 12:08:00,DCA,Note Added,Portal,Left voicemail
I0013552,C003100,2025-12-09 12:38:00,FedEx,Call Connected,Portal,Updated contact details
I0003489,C003202,2025-12-09 12:51:00,FedEx,Dispute Raised,Email,Customer promised to pay next week
I0001078,C002658,2025-12-09 12:59:00,DCA,Escalation,In-person,Customer requested invoice copy
I0022169,C004303,2025-12-09 13:18:00,FedEx,PTP Recorded,Phone,Left voicemail
I0001831,C001496,2025-12-09 13:18:00,FedEx,Call Connected,Portal,No response after multiple attempts
I0001932,C003823,2025-12-09 13:39:00,FedEx,Note Added,Email,Customer promised to pay next week
I0008983,C000070,2025-12-09 13:40:00,DCA,Dispute Raised,Phone,No response after multiple attempts
I0003773,C000928,2025-12-09 13:45:00,DCA,Payment Received,SMS,Customer requested invoice copy
I0000167,C003376,2025-12-09 13:59:00,DCA,Call Attempt,In-person,Updated contact details
I0018984,C000732,2025-12-09 14:22:00,FedEx,Payment Received,Email,Payment received partial
I0001332,C002425,2025-12-09 14:42:00,FedEx,Call Attempt,Portal,Left voicemail
I0018732,C004027,2025-12-09 14:56:00,DCA,Payment Received,Phone,Escalated due to SLA breach
I0004313,C001375,2025-12-09 14:58:00,DCA,Call Connected,Phone,Email bounced
I0010041,C000698,2025-12-09 15:08:00,DCA,Call Connected,SMS,No response after multiple attempts
I0004469,C004545,2025-12-09 15:10:00,FedEx,Payment Received,SMS,No response after multiple attempts
I0005754,C002139,2025-12-09 15:15:00,FedEx,Portal Message,Portal,Updated contact details
I0000502,C000134,2025-12-09 15:35:00,FedEx,SMS Sent,In-person,Left voicemail
I0008366,C001383,2025-12-09 15:48:00,DCA,Call Connected,Email,Dispute regarding service charges
I0012626,C002831,2025-12-09 16:04:00,FedEx,Portal Message,SMS,Dispute regarding service charges
I0011994,C000598,2025-12-09 16:14:00,DCA,Call Connected,SMS,Left voicemail
I0024882,C001674,2025-12-09 16:25:00,DCA,Call Attempt,Phone,Updated contact details
I0012342,C004913,2025-12-09 16:37:00,FedEx,Call Attempt,Phone,Left voicemail
I0004571,C000625,2025-12-09 17:08:00,DCA,Email Sent,Portal,Email bounced
I0003977,C001486,2025-12-09 17:22:00,FedEx,Portal Message,Email,Dispute regarding service charges
I0003168,C002041,2025-12-09 17:24:00,FedEx,Allocated,Phone,No response after multiple attempts
I0013828,C003849,2025-12-09 17:51:00,DCA,Case Closed,In-person,Updated contact details
I0008069,C003098,2025-12-09 18:05:00,FedEx,Call Attempt,SMS,Escalated due to SLA breach
I0020702,C004471,2025-12-09 18:12:00,DCA,SMS Sent,Email,No response after multiple attempts
I0012475,C004182,2025-12-09 18:24:00,DCA,Email Sent,Email,Updated contact details
I0017343,C004202,2025-12-09 18:30:00,FedEx,Escalation,SMS,Escalated due to SLA breach
I0001536,C003548,2025-12-09 18:30:00,DCA,Note Added,Phone,Left voicemail
I0002636,C001694,2025-12-09 18:55:00,FedEx,Call Connected,SMS,Customer promised to pay next week
I0008664,C002134,2025-12-10 08:04:00,FedEx,Email Sent,Email,Email bounced
I0005498,C001192,2025-12-10 08:24:00,FedEx,Portal Message,Phone,Dispute regarding service charges
I0022338,C002466,2025-12-10 08:26:00,DCA,Note Added,In-person,Escalated due to SLA breach
I0023571,C004290,2025-12-10 08:41:00,FedEx,Call Connected,SMS,Escalated due to SLA breach
I0010967,C002042,2025-12-10 08:47:00,DCA,Call Connected,Email,Left voicemail
I0010632,C004527,2025-12-10 09:01:00,FedEx,Call Connected,Portal,Updated contact details
I0002781,C003378,2025-12-10 09:13:00,FedEx,Call Connected,SMS,Customer asked for payment plan
I0010182,C000780,2025-12-10 09:17:00,DCA,Note Added,SMS,Left voicemail
I0002860,C001416,2025-12-10 10:22:00,DCA,Allocated,Phone,No response after multiple attempts
I0024909,C000693,2025-12-10 10:38:00,DCA,Note Added,SMS,Payment received partial
I0022183,C004756,2025-12-10 10:44:00,FedEx,Portal Message,Email,Customer promised to pay next week
I0001282,C003769,2025-12-10 10:45:00,DCA,PTP Recorded,In-person,Dispute regarding service charges
I0014102,C004931,2025-12-10 11:06:00,DCA,Dispute Raised,Email,Updated contact details
I0008835,C003191,2025-12-10 11:31:00,DCA,Call Connected,In-person,Customer requested invoice copy
I0013829,C000446,2025-12-10 11:38:00,FedEx,Portal Message,Email,Left voicemail
I0004343,C004076,2025-12-10 11:43:00,DCA,Dispute Raised,Phone,Customer promised to pay next week
I0006896,C003099,2025-12-10 12:02:00,DCA,SMS Sent,Email,Left voicemail
I0021521,C002992,2025-12-10 12:10:00,DCA,Escalation,In-person,No response after multiple attempts
I0017331,C003656,2025-12-10 12:36:00,DCA,Email Sent,In-person,Email bounced
I0019998,C001893,2025-12-10 12:36:00,DCA,Payment Received,Portal,Dispute regarding service charges
I0015742,C000990,2025-12-10 12:37:00,DCA,SMS Sent,Phone,Escalated due to SLA breach
